Date/Time,DistrictCooling:HVAC [J](Hourly),DistrictHeating:HVAC [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 04/08  19:00:00,727009.6069715141,0.0,1332530.907142857,0.0,1332000.0 
 04/08  20:00:00,365534.25998738135,0.0,1332530.907142857,0.0,1332000.0 
 04/08  21:00:00,170132.89188219563,0.0,1332530.907142857,0.0,1332000.0 
 04/08  22:00:00,72534.3961466211,0.0,1332530.907142857,0.0,1332000.0 
 04/08  23:00:00,68501.40757640438,0.0,1332530.907142857,0.0,1332000.0 
 04/08  24:00:00,42424.95885738226,4039.181758549921,1332530.907142857,0.0,1332000.0 
 04/09  01:00:00,256.6691123112833,45632.33884066102,1332530.907142857,0.0,1332000.0 
 04/09  02:00:00,0.0,81775.50011374465,1332530.907142857,0.0,1332000.0 
 04/09  03:00:00,0.0,115049.83782829756,1332530.907142857,0.0,1332000.0 
 04/09  04:00:00,0.0,158280.0475506237,1332530.907142857,0.0,1332000.0 
 04/09  05:00:00,0.0,178034.07495881544,1332530.907142857,0.0,1332000.0 
 04/09  06:00:00,0.0,187499.53176166222,1332530.907142857,0.0,1332000.0 
 04/09  07:00:00,0.0,244169.545392066,1332530.907142857,0.0,1332000.0 
 04/09  08:00:00,0.0,238160.00019382293,1332530.907142857,0.0,1332000.0 
 04/09  09:00:00,0.0,87574.31231912533,1332530.907142857,0.0,1332000.0 
 04/09  10:00:00,280008.8085329818,0.0,1332530.907142857,0.0,1332000.0 
 04/09  11:00:00,797105.2874068518,0.0,1332530.907142857,0.0,1332000.0 
 04/09  12:00:00,1169882.583557543,0.0,1332530.907142857,0.0,1332000.0 
 04/09  13:00:00,1479693.3474117727,0.0,1332530.907142857,0.0,1332000.0 
 04/09  14:00:00,1840237.3436732213,0.0,1332530.907142857,0.0,1332000.0 
 04/09  15:00:00,2013503.5957921597,0.0,1332530.907142857,0.0,1332000.0 
 04/09  16:00:00,1878949.4213497543,0.0,1332530.907142857,0.0,1332000.0 
 04/09  17:00:00,1535750.8410071153,0.0,1332530.907142857,0.0,1332000.0 
 04/09  18:00:00,1209617.6930885531,0.0,1332530.907142857,0.0,1332000.0 
 04/09  19:00:00,822395.9821031687,0.0,1332530.907142857,0.0,1332000.0 
 04/09  20:00:00,385306.66564822337,0.0,1332530.907142857,0.0,1332000.0 
 04/09  21:00:00,156795.78660072997,0.0,1332530.907142857,0.0,1332000.0 
 04/09  22:00:00,71753.00881578386,0.0,1332530.907142857,0.0,1332000.0 
 04/09  23:00:00,60461.008190466215,0.0,1332530.907142857,0.0,1332000.0 
 04/09  24:00:00,63714.35734874886,1159.4718851008108,1332530.907142857,0.0,1332000.0 
 04/10  01:00:00,8246.58954479964,31420.812586542153,1332530.907142857,0.0,1332000.0 
 04/10  02:00:00,0.0,42209.56879069772,1332530.907142857,0.0,1332000.0 
 04/10  03:00:00,0.0,46590.94795756741,1332530.907142857,0.0,1332000.0 
 04/10  04:00:00,0.0,51940.4317025866,1332530.907142857,0.0,1332000.0 
 04/10  05:00:00,0.0,51071.75691186976,1332530.907142857,0.0,1332000.0 
 04/10  06:00:00,0.0,71975.29807719456,1332530.907142857,0.0,1332000.0 
 04/10  07:00:00,0.0,78247.88094610466,1332530.907142857,0.0,1332000.0 
 04/10  08:00:00,21378.272869427237,42942.12210342011,1332530.907142857,0.0,1332000.0 
 04/10  09:00:00,249605.49644793902,0.0,1332530.907142857,0.0,1332000.0 
 04/10  10:00:00,601586.7456902371,0.0,1332530.907142857,0.0,1332000.0 
 04/10  11:00:00,941908.916081285,0.0,1332530.907142857,0.0,1332000.0 
 04/10  12:00:00,1142918.0438037633,0.0,1332530.907142857,0.0,1332000.0 
 04/10  13:00:00,1264691.6650167324,0.0,1332530.907142857,0.0,1332000.0 
 04/10  14:00:00,1362375.412582242,0.0,1332530.907142857,0.0,1332000.0 
 04/10  15:00:00,1514061.6789424783,0.0,1332530.907142857,0.0,1332000.0 
 04/10  16:00:00,1477066.2894358211,0.0,1332530.907142857,0.0,1332000.0 
 04/10  17:00:00,1322759.5774851923,0.0,1332530.907142857,0.0,1332000.0 
 04/10  18:00:00,1161557.6321490596,0.0,1332530.907142857,0.0,1332000.0 
 04/10  19:00:00,890661.8694184272,0.0,1332530.907142857,0.0,1332000.0 
 04/10  20:00:00,560519.5698041307,0.0,1332530.907142857,0.0,1332000.0 
 04/10  21:00:00,355956.98859582667,0.0,1332530.907142857,0.0,1332000.0 
 04/10  22:00:00,230883.12977944486,0.0,1332530.907142857,0.0,1332000.0 
 04/10  23:00:00,199140.7032640794,0.0,1332530.907142857,0.0,1332000.0 
 04/10  24:00:00,219266.60853841345,0.0,1332530.907142857,0.0,1332000.0 
 04/11  01:00:00,248913.08051081566,0.0,1332530.907142857,0.0,1332000.0 
 04/11  02:00:00,233517.00299290312,0.0,1332530.907142857,0.0,1332000.0 
 04/11  03:00:00,234939.3837257013,0.0,1332530.907142857,0.0,1332000.0 
 04/11  04:00:00,231727.0441798977,0.0,1332530.907142857,0.0,1332000.0 
 04/11  05:00:00,181600.5369189638,0.0,1332530.907142857,0.0,1332000.0 
 04/11  06:00:00,124907.63838175443,4437.600202986367,1332530.907142857,0.0,1332000.0 
 04/11  07:00:00,102428.2688082179,25283.443946568324,1332530.907142857,0.0,1332000.0 
 04/11  08:00:00,203479.74345212826,5306.0552901948995,1332530.907142857,0.0,1332000.0 
 04/11  09:00:00,503947.02896947245,0.0,1332530.907142857,0.0,1332000.0 
 04/11  10:00:00,864201.021073915,0.0,1332530.907142857,0.0,1332000.0 
 04/11  11:00:00,1239478.3488696632,0.0,1332530.907142857,0.0,1332000.0 
 04/11  12:00:00,1763754.9827088169,0.0,1332530.907142857,0.0,1332000.0 
 04/11  13:00:00,2488301.3388936725,0.0,1332530.907142857,0.0,1332000.0 
 04/11  14:00:00,2994790.724795288,0.0,1332530.907142857,0.0,1332000.0 
 04/11  15:00:00,3161628.252271779,0.0,1332530.907142857,0.0,1332000.0 
 04/11  16:00:00,3059438.3031115774,0.0,1332530.907142857,0.0,1332000.0 
 04/11  17:00:00,2723851.663899608,0.0,1332530.907142857,0.0,1332000.0 
 04/11  18:00:00,2208851.2043917654,0.0,1332530.907142857,0.0,1332000.0 
 04/11  19:00:00,1558707.0477096254,0.0,1332530.907142857,0.0,1332000.0 
 04/11  20:00:00,1127520.0071467976,0.0,1332530.907142857,0.0,1332000.0 
 04/11  21:00:00,835938.6168689495,0.0,1332530.907142857,0.0,1332000.0 
 04/11  22:00:00,592303.153683031,0.0,1332530.907142857,0.0,1332000.0 
 04/11  23:00:00,420173.24740194273,0.0,1332530.907142857,0.0,1332000.0 
 04/11  24:00:00,259040.6874986567,0.0,1332530.907142857,0.0,1332000.0 
 04/12  01:00:00,192879.42402787926,0.0,1332530.907142857,0.0,1332000.0 
 04/12  02:00:00,134716.65315666917,0.0,1332530.907142857,0.0,1332000.0 
 04/12  03:00:00,76928.8401675777,16270.649313541022,1332530.907142857,0.0,1332000.0 
 04/12  04:00:00,3512.600825641806,64934.432603025016,1332530.907142857,0.0,1332000.0 
 04/12  05:00:00,30138.802654142375,58209.238399040245,1332530.907142857,0.0,1332000.0 
 04/12  06:00:00,59210.260174747775,52551.153717135356,1332530.907142857,0.0,1332000.0 
 04/12  07:00:00,45791.47974910274,67387.03595777719,1332530.907142857,0.0,1332000.0 
 04/12  08:00:00,142634.0344542056,29719.632989656744,1332530.907142857,0.0,1332000.0 
 04/12  09:00:00,388548.2770295931,0.0,1332530.907142857,0.0,1332000.0 
 04/12  10:00:00,748717.1339613709,0.0,1332530.907142857,0.0,1332000.0 
 04/12  11:00:00,1167362.5493061384,0.0,1332530.907142857,0.0,1332000.0 
 04/12  12:00:00,1654735.2491449548,0.0,1332530.907142857,0.0,1332000.0 
 04/12  13:00:00,2398697.1631267197,0.0,1332530.907142857,0.0,1332000.0 
 04/12  14:00:00,2822655.6545501202,0.0,1332530.907142857,0.0,1332000.0 
 04/12  15:00:00,2961608.495381822,0.0,1332530.907142857,0.0,1332000.0 
 04/12  16:00:00,2787753.480210374,0.0,1332530.907142857,0.0,1332000.0 
 04/12  17:00:00,2288608.480386176,0.0,1332530.907142857,0.0,1332000.0 
 04/12  18:00:00,1746883.016100202,0.0,1332530.907142857,0.0,1332000.0 
 04/12  19:00:00,1409440.942090105,0.0,1332530.907142857,0.0,1332000.0 
 04/12  20:00:00,1120869.1794359619,0.0,1332530.907142857,0.0,1332000.0 
 04/12  21:00:00,851990.0584149866,0.0,1332530.907142857,0.0,1332000.0 
 04/12  22:00:00,696725.7195732407,0.0,1332530.907142857,0.0,1332000.0 
 04/12  23:00:00,437129.60636447545,0.0,1332530.907142857,0.0,1332000.0 
 04/12  24:00:00,155353.2941949217,0.0,1332530.907142857,0.0,1332000.0 
 04/13  01:00:00,63628.13897963163,0.0,1332530.907142857,0.0,1332000.0 
 04/13  02:00:00,34110.8516556448,1211.3585909130961,1332530.907142857,0.0,1332000.0 
 04/13  03:00:00,2006.4127537639129,33383.596331728266,1332530.907142857,0.0,1332000.0 
 04/13  04:00:00,0.0,58437.47885743855,1332530.907142857,0.0,1332000.0 
 04/13  05:00:00,0.0,52931.93399855381,1332530.907142857,0.0,1332000.0 
 04/13  06:00:00,0.0,74681.48952727369,1332530.907142857,0.0,1332000.0 
 04/13  07:00:00,0.0,79742.79710257136,1332530.907142857,0.0,1332000.0 
 04/13  08:00:00,0.0,51399.868471255,1332530.907142857,0.0,1332000.0 
 04/13  09:00:00,0.0,16050.279178580286,1332530.907142857,0.0,1332000.0 
 04/13  10:00:00,6959.398814219089,4667.847081558511,1332530.907142857,0.0,1332000.0 
 04/13  11:00:00,92959.59449330781,0.0,1332530.907142857,0.0,1332000.0 
 04/13  12:00:00,197904.50988219143,0.0,1332530.907142857,0.0,1332000.0 
 04/13  13:00:00,337343.6715387803,0.0,1332530.907142857,0.0,1332000.0 
 04/13  14:00:00,410559.81459468446,0.0,1332530.907142857,0.0,1332000.0 
 04/13  15:00:00,188538.82295134166,0.0,1332530.907142857,0.0,1332000.0 
 04/13  16:00:00,13645.858392258779,0.0,1332530.907142857,0.0,1332000.0 
 04/13  17:00:00,0.0,30174.97420553845,1332530.907142857,0.0,1332000.0 
 04/13  18:00:00,0.0,91314.12007289882,1332530.907142857,0.0,1332000.0 
 04/13  19:00:00,0.0,114511.9380830426,1332530.907142857,0.0,1332000.0 
 04/13  20:00:00,0.0,108865.62197747365,1332530.907142857,0.0,1332000.0 
 04/13  21:00:00,0.0,121309.44239554188,1332530.907142857,0.0,1332000.0 
 04/13  22:00:00,0.0,148134.40721199542,1332530.907142857,0.0,1332000.0 
 04/13  23:00:00,0.0,131186.90450132138,1332530.907142857,0.0,1332000.0 
 04/13  24:00:00,0.0,95232.80151735862,1332530.907142857,0.0,1332000.0 
 04/14  01:00:00,0.0,75920.21990019937,1332530.907142857,0.0,1332000.0 
 04/14  02:00:00,0.0,46768.82780589712,1332530.907142857,0.0,1332000.0 
 04/14  03:00:00,0.0,7986.612762998672,1332530.907142857,0.0,1332000.0 
 04/14  04:00:00,0.0,9380.990935012094,1332530.907142857,0.0,1332000.0 
 04/14  05:00:00,0.0,70635.7685476873,1332530.907142857,0.0,1332000.0 
 04/14  06:00:00,0.0,120731.87672519375,1332530.907142857,0.0,1332000.0 
 04/14  07:00:00,0.0,142510.31356376593,1332530.907142857,0.0,1332000.0 
 04/14  08:00:00,0.0,120959.41471942319,1332530.907142857,0.0,1332000.0 
 04/14  09:00:00,0.0,65686.23069570093,1332530.907142857,0.0,1332000.0 
 04/14  10:00:00,12838.643556854511,11867.685722518172,1332530.907142857,0.0,1332000.0 
 04/14  11:00:00,271108.3516347444,0.0,1332530.907142857,0.0,1332000.0 
 04/14  12:00:00,538023.4609554346,0.0,1332530.907142857,0.0,1332000.0 
 04/14  13:00:00,655634.0607116998,0.0,1332530.907142857,0.0,1332000.0 
 04/14  14:00:00,644828.5149040974,0.0,1332530.907142857,0.0,1332000.0 
 04/14  15:00:00,622536.0998237657,0.0,1332530.907142857,0.0,1332000.0 
 04/14  16:00:00,645387.2356891608,0.0,1332530.907142857,0.0,1332000.0 
 04/14  17:00:00,556826.6316136162,0.0,1332530.907142857,0.0,1332000.0 
 04/14  18:00:00,330662.5572107156,0.0,1332530.907142857,0.0,1332000.0 
 04/14  19:00:00,126283.86995187135,0.0,1332530.907142857,0.0,1332000.0 
 04/14  20:00:00,0.0,14175.223969983108,1332530.907142857,0.0,1332000.0 
 04/14  21:00:00,0.0,86469.61890182259,1332530.907142857,0.0,1332000.0 
 04/14  22:00:00,0.0,144785.54214813118,1332530.907142857,0.0,1332000.0 
 04/14  23:00:00,0.0,183839.16640431026,1332530.907142857,0.0,1332000.0 
 04/14  24:00:00,0.0,219730.20512904634,1332530.907142857,0.0,1332000.0 
 04/15  01:00:00,0.0,260123.41946217488,1332530.907142857,0.0,1332000.0 
 04/15  02:00:00,0.0,286535.4939988041,1332530.907142857,0.0,1332000.0 
 04/15  03:00:00,0.0,304225.08829838096,1332530.907142857,0.0,1332000.0 
 04/15  04:00:00,0.0,313674.88522637694,1332530.907142857,0.0,1332000.0 
 04/15  05:00:00,0.0,315402.77096948226,1332530.907142857,0.0,1332000.0 
 04/15  06:00:00,0.0,304553.2971895294,1332530.907142857,0.0,1332000.0 
 04/15  07:00:00,0.0,323432.3440685267,1332530.907142857,0.0,1332000.0 
 04/15  08:00:00,0.0,310068.1490755305,1332530.907142857,0.0,1332000.0 
 04/15  09:00:00,0.0,195856.70083290868,1332530.907142857,0.0,1332000.0 
 04/15  10:00:00,0.0,42309.10798433269,1332530.907142857,0.0,1332000.0 
 04/15  11:00:00,210879.7281933681,0.0,1332530.907142857,0.0,1332000.0 
 04/15  12:00:00,531953.4828007536,0.0,1332530.907142857,0.0,1332000.0 
 04/15  13:00:00,712993.1825660456,0.0,1332530.907142857,0.0,1332000.0 
 04/15  14:00:00,716419.3401026248,0.0,1332530.907142857,0.0,1332000.0 
 04/15  15:00:00,677707.5318878067,0.0,1332530.907142857,0.0,1332000.0 
 04/15  16:00:00,520040.3832345964,0.0,1332530.907142857,0.0,1332000.0 
 04/15  17:00:00,211804.6217130127,0.0,1332530.907142857,0.0,1332000.0 
 04/15  18:00:00,6920.524078810923,11822.395193165812,1332530.907142857,0.0,1332000.0 
 04/15  19:00:00,0.0,155644.57669045852,1332530.907142857,0.0,1332000.0 
 04/15  20:00:00,0.0,265919.68967236875,1332530.907142857,0.0,1332000.0 
 04/15  21:00:00,0.0,316853.91673491156,1332530.907142857,0.0,1332000.0 
 04/15  22:00:00,0.0,335879.700621113,1332530.907142857,0.0,1332000.0 
 04/15  23:00:00,0.0,316224.3600325692,1332530.907142857,0.0,1332000.0 
 04/15  24:00:00,0.0,310407.66914306284,1332530.907142857,0.0,1332000.0 
 04/16  01:00:00,0.0,374045.3795686772,1332530.907142857,0.0,1332000.0 
 04/16  02:00:00,0.0,394589.06157540856,1332530.907142857,0.0,1332000.0 
 04/16  03:00:00,0.0,411930.3017289585,1332530.907142857,0.0,1332000.0 
 04/16  04:00:00,0.0,466914.195251346,1332530.907142857,0.0,1332000.0 
 04/16  05:00:00,0.0,545740.1933364059,1332530.907142857,0.0,1332000.0 
 04/16  06:00:00,0.0,607221.8736469675,1332530.907142857,0.0,1332000.0 
 04/16  07:00:00,0.0,614406.1126837555,1332530.907142857,0.0,1332000.0 
 04/16  08:00:00,0.0,524680.2691879418,1332530.907142857,0.0,1332000.0 
 04/16  09:00:00,0.0,350342.59923806484,1332530.907142857,0.0,1332000.0 
 04/16  10:00:00,0.0,134739.6711443043,1332530.907142857,0.0,1332000.0 
 04/16  11:00:00,26525.279878757286,3458.1866925160734,1332530.907142857,0.0,1332000.0 
 04/16  12:00:00,379256.51907086535,0.0,1332530.907142857,0.0,1332000.0 
 04/16  13:00:00,626463.1905223532,0.0,1332530.907142857,0.0,1332000.0 
 04/16  14:00:00,708544.2641137715,0.0,1332530.907142857,0.0,1332000.0 
 04/16  15:00:00,738733.8706715968,0.0,1332530.907142857,0.0,1332000.0 
 04/16  16:00:00,619848.0863992426,0.0,1332530.907142857,0.0,1332000.0 
 04/16  17:00:00,364029.5448865229,0.0,1332530.907142857,0.0,1332000.0 
 04/16  18:00:00,105070.85324528159,0.0,1332530.907142857,0.0,1332000.0 
 04/16  19:00:00,7402.87623978456,63750.121821937995,1332530.907142857,0.0,1332000.0 
 04/16  20:00:00,0.0,230892.44093832723,1332530.907142857,0.0,1332000.0 
 04/16  21:00:00,0.0,313709.6331951255,1332530.907142857,0.0,1332000.0 
 04/16  22:00:00,0.0,399771.5490452686,1332530.907142857,0.0,1332000.0 
 04/16  23:00:00,0.0,483850.39779025107,1332530.907142857,0.0,1332000.0 
 04/16  24:00:00,0.0,529594.866206951,1332530.907142857,0.0,1332000.0 
 04/17  01:00:00,0.0,593317.1420496462,1332530.907142857,0.0,1332000.0 
 04/17  02:00:00,0.0,701830.6622653188,1332530.907142857,0.0,1332000.0 
 04/17  03:00:00,0.0,732180.1790405248,1332530.907142857,0.0,1332000.0 
 04/17  04:00:00,0.0,771952.6542200762,1332530.907142857,0.0,1332000.0 
 04/17  05:00:00,0.0,808239.2775172684,1332530.907142857,0.0,1332000.0 
 04/17  06:00:00,0.0,885698.1806808314,1332530.907142857,0.0,1332000.0 
 04/17  07:00:00,0.0,849577.6008660091,1332530.907142857,0.0,1332000.0 
 04/17  08:00:00,0.0,674452.3282834097,1332530.907142857,0.0,1332000.0 
 04/17  09:00:00,0.0,314371.1674231627,1332530.907142857,0.0,1332000.0 
 04/17  10:00:00,0.0,56827.702349441875,1332530.907142857,0.0,1332000.0 
 04/17  11:00:00,190504.69391352893,0.0,1332530.907142857,0.0,1332000.0 
 04/17  12:00:00,692702.4593236897,0.0,1332530.907142857,0.0,1332000.0 
 04/17  13:00:00,927300.7265367474,0.0,1332530.907142857,0.0,1332000.0 
 04/17  14:00:00,1103738.9971530593,0.0,1332530.907142857,0.0,1332000.0 
 04/17  15:00:00,1145788.3268120838,0.0,1332530.907142857,0.0,1332000.0 
 04/17  16:00:00,1103503.682765213,0.0,1332530.907142857,0.0,1332000.0 
 04/17  17:00:00,963374.3490861398,0.0,1332530.907142857,0.0,1332000.0 
 04/17  18:00:00,794978.0821366902,0.0,1332530.907142857,0.0,1332000.0 
 04/17  19:00:00,482704.9400353913,0.0,1332530.907142857,0.0,1332000.0 
 04/17  20:00:00,52392.11509131418,0.0,1332530.907142857,0.0,1332000.0 
 04/17  21:00:00,0.0,59192.97616423595,1332530.907142857,0.0,1332000.0 
 04/17  22:00:00,0.0,168661.20011186664,1332530.907142857,0.0,1332000.0 
 04/17  23:00:00,0.0,255860.78148349788,1332530.907142857,0.0,1332000.0 
 04/17  24:00:00,0.0,305859.88433523383,1332530.907142857,0.0,1332000.0 
 04/18  01:00:00,0.0,325195.67011528334,1332530.907142857,0.0,1332000.0 
 04/18  02:00:00,0.0,329944.51210679195,1332530.907142857,0.0,1332000.0 
 04/18  03:00:00,0.0,377709.6634342009,1332530.907142857,0.0,1332000.0 
 04/18  04:00:00,0.0,411741.2305307378,1332530.907142857,0.0,1332000.0 
 04/18  05:00:00,0.0,436178.6632659707,1332530.907142857,0.0,1332000.0 
 04/18  06:00:00,0.0,459948.73129429366,1332530.907142857,0.0,1332000.0 
 04/18  07:00:00,0.0,390936.90660257614,1332530.907142857,0.0,1332000.0 
 04/18  08:00:00,0.0,351659.33661085594,1332530.907142857,0.0,1332000.0 
 04/18  09:00:00,0.0,298031.07706799445,1332530.907142857,0.0,1332000.0 
 04/18  10:00:00,0.0,138597.2800490525,1332530.907142857,0.0,1332000.0 
 04/18  11:00:00,40060.76872285411,28155.203140373626,1332530.907142857,0.0,1332000.0 
 04/18  12:00:00,514986.76554910396,0.0,1332530.907142857,0.0,1332000.0 
 04/18  13:00:00,987431.1731657387,0.0,1332530.907142857,0.0,1332000.0 
 04/18  14:00:00,1248936.8412857987,0.0,1332530.907142857,0.0,1332000.0 
 04/18  15:00:00,1333609.238333432,0.0,1332530.907142857,0.0,1332000.0 
 04/18  16:00:00,1230827.5211589294,0.0,1332530.907142857,0.0,1332000.0 
 04/18  17:00:00,1058944.4046857245,0.0,1332530.907142857,0.0,1332000.0 
 04/18  18:00:00,807651.5353952036,0.0,1332530.907142857,0.0,1332000.0 
 04/18  19:00:00,477652.3490716611,0.0,1332530.907142857,0.0,1332000.0 
 04/18  20:00:00,47457.47003230626,21072.87558940902,1332530.907142857,0.0,1332000.0 
 04/18  21:00:00,0.0,259152.326268252,1332530.907142857,0.0,1332000.0 
 04/18  22:00:00,0.0,450116.6377984151,1332530.907142857,0.0,1332000.0 
 04/18  23:00:00,0.0,529102.1859353676,1332530.907142857,0.0,1332000.0 
 04/18  24:00:00,0.0,583859.0470785638,1332530.907142857,0.0,1332000.0 
 04/19  01:00:00,0.0,587353.2867937157,1332530.907142857,0.0,1332000.0 
 04/19  02:00:00,0.0,584104.6269456343,1332530.907142857,0.0,1332000.0 
 04/19  03:00:00,0.0,620844.9220196647,1332530.907142857,0.0,1332000.0 
 04/19  04:00:00,0.0,670901.1952369813,1332530.907142857,0.0,1332000.0 
 04/19  05:00:00,0.0,676184.2773881446,1332530.907142857,0.0,1332000.0 
 04/19  06:00:00,0.0,654260.1160123977,1332530.907142857,0.0,1332000.0 
 04/19  07:00:00,0.0,596153.8441320679,1332530.907142857,0.0,1332000.0 
 04/19  08:00:00,0.0,451533.97399715084,1332530.907142857,0.0,1332000.0 
 04/19  09:00:00,0.0,203794.59156777005,1332530.907142857,0.0,1332000.0 
 04/19  10:00:00,60845.85896950582,13132.908986145729,1332530.907142857,0.0,1332000.0 
 04/19  11:00:00,605032.7168633466,0.0,1332530.907142857,0.0,1332000.0 
 04/19  12:00:00,969220.1569568347,0.0,1332530.907142857,0.0,1332000.0 
 04/19  13:00:00,1191272.9358578857,0.0,1332530.907142857,0.0,1332000.0 
 04/19  14:00:00,1404326.6173235273,0.0,1332530.907142857,0.0,1332000.0 
 04/19  15:00:00,1394692.2558901808,0.0,1332530.907142857,0.0,1332000.0 
 04/19  16:00:00,1313089.8459089005,0.0,1332530.907142857,0.0,1332000.0 
 04/19  17:00:00,1194677.8580730143,0.0,1332530.907142857,0.0,1332000.0 
 04/19  18:00:00,1011963.1915525338,0.0,1332530.907142857,0.0,1332000.0 
 04/19  19:00:00,744904.0005452815,0.0,1332530.907142857,0.0,1332000.0 
 04/19  20:00:00,289477.73260312516,0.0,1332530.907142857,0.0,1332000.0 
 04/19  21:00:00,35793.63257672558,1953.860373836505,1332530.907142857,0.0,1332000.0 
 04/19  22:00:00,0.0,74273.33823786653,1332530.907142857,0.0,1332000.0 
 04/19  23:00:00,0.0,103788.76248102,1332530.907142857,0.0,1332000.0 
 04/19  24:00:00,0.0,136288.00323190025,1332530.907142857,0.0,1332000.0 
 04/20  01:00:00,0.0,220153.00506548796,1332530.907142857,0.0,1332000.0 
 04/20  02:00:00,0.0,246774.08841563875,1332530.907142857,0.0,1332000.0 
 04/20  03:00:00,0.0,248183.80997225386,1332530.907142857,0.0,1332000.0 
 04/20  04:00:00,0.0,294804.0638355551,1332530.907142857,0.0,1332000.0 
 04/20  05:00:00,0.0,351866.6327546088,1332530.907142857,0.0,1332000.0 
 04/20  06:00:00,0.0,305426.3279268919,1332530.907142857,0.0,1332000.0 
 04/20  07:00:00,0.0,286426.71310813143,1332530.907142857,0.0,1332000.0 
 04/20  08:00:00,0.0,243862.1440865702,1332530.907142857,0.0,1332000.0 
 04/20  09:00:00,0.0,54865.63031810551,1332530.907142857,0.0,1332000.0 
 04/20  10:00:00,388192.13641466503,0.0,1332530.907142857,0.0,1332000.0 
 04/20  11:00:00,849942.7104394995,0.0,1332530.907142857,0.0,1332000.0 
 04/20  12:00:00,1144506.1494309427,0.0,1332530.907142857,0.0,1332000.0 
 04/20  13:00:00,1464138.6668434588,0.0,1332530.907142857,0.0,1332000.0 
 04/20  14:00:00,1695597.1160759232,0.0,1332530.907142857,0.0,1332000.0 
 04/20  15:00:00,1710013.7104486225,0.0,1332530.907142857,0.0,1332000.0 
 04/20  16:00:00,1514161.4665310418,0.0,1332530.907142857,0.0,1332000.0 
 04/20  17:00:00,1273587.9466547382,0.0,1332530.907142857,0.0,1332000.0 
 04/20  18:00:00,1107093.7510264579,0.0,1332530.907142857,0.0,1332000.0 
 04/20  19:00:00,872488.4001110839,0.0,1332530.907142857,0.0,1332000.0 
 04/20  20:00:00,543438.6397513261,0.0,1332530.907142857,0.0,1332000.0 
 04/20  21:00:00,390717.74615788885,0.0,1332530.907142857,0.0,1332000.0 
 04/20  22:00:00,334092.2199639088,0.0,1332530.907142857,0.0,1332000.0 
 04/20  23:00:00,334814.18078629597,0.0,1332530.907142857,0.0,1332000.0 
 04/20  24:00:00,295138.38443266554,0.0,1332530.907142857,0.0,1332000.0 
 04/21  01:00:00,245245.32354102636,0.0,1332530.907142857,0.0,1332000.0 
 04/21  02:00:00,139240.14877096788,0.0,1332530.907142857,0.0,1332000.0 
 04/21  03:00:00,60175.56024213044,0.0,1332530.907142857,0.0,1332000.0 
 04/21  04:00:00,3910.277751005742,22566.659554233134,1332530.907142857,0.0,1332000.0 
 04/21  05:00:00,0.0,78239.0320603271,1332530.907142857,0.0,1332000.0 
 04/21  06:00:00,0.0,98328.75968939159,1332530.907142857,0.0,1332000.0 
 04/21  07:00:00,0.0,97915.92280443771,1332530.907142857,0.0,1332000.0 
 04/21  08:00:00,0.0,50557.55212766335,1332530.907142857,0.0,1332000.0 
 04/21  09:00:00,97351.08762231554,2467.9399931020716,1332530.907142857,0.0,1332000.0 
 04/21  10:00:00,439087.74542145955,0.0,1332530.907142857,0.0,1332000.0 
 04/21  11:00:00,789974.5293151304,0.0,1332530.907142857,0.0,1332000.0 
 04/21  12:00:00,1058659.2568960553,0.0,1332530.907142857,0.0,1332000.0 
 04/21  13:00:00,1320425.1986705242,0.0,1332530.907142857,0.0,1332000.0 
 04/21  14:00:00,1710263.6516946214,0.0,1332530.907142857,0.0,1332000.0 
 04/21  15:00:00,1890630.3975761295,0.0,1332530.907142857,0.0,1332000.0 
 04/21  16:00:00,1859222.2203245736,0.0,1332530.907142857,0.0,1332000.0 
 04/21  17:00:00,1535311.5556488046,0.0,1332530.907142857,0.0,1332000.0 
 04/21  18:00:00,1278744.7042423186,0.0,1332530.907142857,0.0,1332000.0 
 04/21  19:00:00,954197.5566106136,0.0,1332530.907142857,0.0,1332000.0 
 04/21  20:00:00,570810.7082128557,0.0,1332530.907142857,0.0,1332000.0 
 04/21  21:00:00,428436.416813035,0.0,1332530.907142857,0.0,1332000.0 
 04/21  22:00:00,364758.3376251857,0.0,1332530.907142857,0.0,1332000.0 
 04/21  23:00:00,327317.712835337,0.0,1332530.907142857,0.0,1332000.0 
 04/21  24:00:00,357730.967363249,0.0,1332530.907142857,0.0,1332000.0 
 04/22  01:00:00,372663.7019585378,0.0,1332530.907142857,0.0,1332000.0 
 04/22  02:00:00,348205.331006074,0.0,1332530.907142857,0.0,1332000.0 
 04/22  03:00:00,273872.65841417934,0.0,1332530.907142857,0.0,1332000.0 
 04/22  04:00:00,198537.30622366493,0.0,1332530.907142857,0.0,1332000.0 
 04/22  05:00:00,122492.13047294498,0.0,1332530.907142857,0.0,1332000.0 
 04/22  06:00:00,85158.66724998673,5886.388858311601,1332530.907142857,0.0,1332000.0 
 04/22  07:00:00,24693.509772814818,47830.058710207915,1332530.907142857,0.0,1332000.0 
 04/22  08:00:00,178092.5437363512,2670.8548257237903,1332530.907142857,0.0,1332000.0 
 04/22  09:00:00,469617.31973544287,0.0,1332530.907142857,0.0,1332000.0 
