time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²)
2024-01-07T21:00,1.2,77,-2.4,-2.2,0,0,0,0,1,1031.5,1031.2,40,0,0.16,6.5,14,5.4,0.262,0,0,0,0,0,0
2024-01-07T22:00,0.5,81,-2.4,-2.9,0,0,0,0,3,1031.2,1030.9,100,0,0.12,6.1,10.8,4.6,0.262,0,0,0,0,0,0
2024-01-07T23:00,-0.1,84,-2.6,-3.5,0,0,0,0,3,1030.8,1030.5,99,0,0.1,5.9,10.1,3.9,0.262,0,0,0,0,0,0
2024-01-08T00:00,-1.1,87,-3,-5,0,0,0,0,2,1030.4,1030.1,74,0,0.08,9,10.4,3.3,0.262,0,0,0,0,0,0
2024-01-08T01:00,-0.9,85,-3.1,-4.5,0,0,0,0,0,1029.6,1029.3,19,0,0.09,6.9,11.5,2.8,0.262,0,0,0,0,0,0
2024-01-08T02:00,-1.3,86,-3.4,-5.2,0,0,0,0,2,1029.1,1028.8,76,0,0.08,9.2,10.8,2.4,0.263,0,0,0,0,0,0
2024-01-08T03:00,-1.4,85,-3.6,-5.3,0,0,0,0,3,1028.7,1028.4,81,0,0.08,9,11.9,2.1,0.263,0,0,0,0,0,0
2024-01-08T04:00,-1.1,84,-3.5,-4.8,0,0,0,0,0,1028.2,1027.9,16,0,0.09,6.8,10.4,1.8,0.263,0,0,0,0,0,0
2024-01-08T05:00,-1.2,84,-3.5,-5,0,0,0,0,1,1027.8,1027.5,23,0,0.09,8,9,1.5,0.263,0,0,0,0,0,0
2024-01-08T06:00,-1,86,-3.1,-4.8,0,0,0,0,1,1027.5,1027.2,36,0,0.08,8.8,11.5,1.3,0.263,0,0,0,0,0,0
2024-01-08T07:00,0.1,83,-2.5,-3.6,0,0,0,0,0,1027.5,1027.2,13,0,0.11,8.6,10.1,1,0.263,0,0,0,0,0,0
2024-01-08T08:00,2.6,78,-0.8,-0.3,0,0,0,0,0,1027.5,1027.2,15,0.02,0.16,4.7,10.1,1.6,0.263,58,26,32,193.1,58,143.9
2024-01-08T09:00,5.4,66,-0.4,2.1,0,0,0,0,2,1027.5,1027.2,57,0.08,0.3,7.6,16.6,3.4,0.264,213,129,84,461.7,213,395.2
2024-01-08T10:00,7.3,60,0,3.6,0,0,0,0,2,1027.6,1027.3,76,0.15,0.41,10.7,23,5.1,0.264,367,249,118,586.7,367,600.4
2024-01-08T11:00,8.3,56,0,4.6,0,0,0,0,3,1027,1026.8,99,0.18,0.49,10.6,25.2,6.6,0.263,402,199,203,377.6,402,745.5
2024-01-08T12:00,8.4,54,-0.4,4.9,0,0,0,0,3,1026.3,1026.1,100,0.15,0.51,8.9,23.8,7.5,0.263,296,57,239,98.2,296,820.7
2024-01-08T13:00,8.5,54,-0.2,5,0,0,0,0,3,1025.3,1025.1,100,0.14,0.51,8.9,20.5,8,0.262,254,17,237,29.3,254,820.9
2024-01-08T14:00,8.5,56,0.2,5,0,0,0,0,3,1024.6,1024.4,100,0.12,0.49,9.6,20.2,8.2,0.262,192,10,182,19,192,746
2024-01-08T15:00,8.7,57,0.5,5,0,0,0,0,3,1023.9,1023.7,100,0.11,0.49,11.1,21.6,8.3,0.262,166,12,154,28.2,166,601.2
2024-01-08T16:00,7.9,63,1.3,4.2,0,0,0,0,3,1023.7,1023.5,100,0.07,0.39,12.1,22.7,8,0.262,60,2,58,7.1,60,396.2
2024-01-08T17:00,7,73,2.5,3.6,0.1,0.1,0,0,51,1024,1023.8,100,0.04,0.27,11.5,20.9,7.5,0.263,12,0,12,0,12,145.1
2024-01-08T18:00,6.6,81,3.5,3,0.2,0.2,0,0,51,1023.9,1023.6,100,0.01,0.19,13.7,22.7,7,0.265,0,0,0,0,0,0
2024-01-08T19:00,6.7,83,4,3.5,0,0,0,0,3,1023.9,1023.7,100,0.01,0.17,12.3,23,6.7,0.265,0,0,0,0,0,0
2024-01-08T20:00,7,83,4.3,3.7,0,0,0,0,3,1023.6,1023.4,100,0.01,0.17,13,21.2,6.6,0.265,0,0,0,0,0,0
2024-01-08T21:00,7.1,90,5.6,4.1,0.2,0.2,0,0,51,1023.1,1022.9,100,0,0.1,12.5,20.9,6.9,0.266,0,0,0,0,0,0
2024-01-08T22:00,7.2,89,5.6,4.1,0.2,0.2,0,0,51,1022.8,1022.6,100,0,0.11,13.6,23.4,6.7,0.268,0,0,0,0,0,0
2024-01-08T23:00,7.5,89,5.8,4.5,0,0,0,0,3,1022.5,1022.3,100,0,0.12,13.4,23.4,6.7,0.268,0,0,0,0,0,0
2024-01-09T00:00,7.6,89,5.9,4.8,0,0,0,0,3,1022.4,1022.2,100,0,0.11,11.5,22.3,6.7,0.268,0,0,0,0,0,0
2024-01-09T01:00,7.5,89,5.9,4.9,0,0,0,0,3,1022.1,1021.9,99,0,0.11,10.5,19.1,6.7,0.268,0,0,0,0,0,0
2024-01-09T02:00,7.2,91,5.7,4.8,0,0,0,0,1,1021.7,1021.5,33,0,0.1,9.1,17.3,6.6,0.268,0,0,0,0,0,0
2024-01-09T03:00,6.9,92,5.7,4.6,0,0,0,0,3,1021.1,1020.9,86,0,0.08,8.2,15.1,6.5,0.268,0,0,0,0,0,0
2024-01-09T04:00,6.1,94,5.3,3.9,0,0,0,0,3,1020.7,1020.5,86,0,0.05,7.2,13.3,6.3,0.268,0,0,0,0,0,0
2024-01-09T05:00,5.2,96,4.6,3,0,0,0,0,3,1020.8,1020.5,82,0,0.03,5.9,11.9,5.9,0.268,0,0,0,0,0,0
2024-01-09T06:00,5,97,4.5,2.9,0,0,0,0,0,1020.8,1020.5,7,0,0.03,5.3,9.7,5.7,0.268,0,0,0,0,0,0
2024-01-09T07:00,3.4,98,3.1,0.7,0,0,0,0,0,1020.9,1020.6,0,0,0.01,7.5,10.4,5.2,0.268,0,0,0,0,0,0
2024-01-09T08:00,5.4,97,4.9,2.7,0,0,0,0,0,1021.3,1021,4,0.01,0.03,9.6,14.8,5.3,0.268,57,23,34,170.7,57,144
2024-01-09T09:00,7.2,93,6.2,5.1,0,0,0,0,0,1021.6,1021.4,3,0.07,0.07,8,18,7,0.264,210,122,88,436.1,210,395.7
2024-01-09T10:00,8.2,87,6.2,6,0,0,0,0,0,1021.3,1021.1,3,0.13,0.14,8.3,20.9,8.2,0.264,353,219,134,515,353,601.5
2024-01-09T11:00,9.2,81,6.1,6.6,0,0,0,0,0,1021,1020.8,7,0.18,0.22,11.2,25.2,9.4,0.263,477,328,149,620.9,477,747.3
2024-01-09T12:00,10.4,72,5.7,7.7,0,0,0,0,0,1019.8,1019.6,12,0.23,0.35,11.2,26.6,10.5,0.263,542,388,154,666.8,542,823.1
2024-01-09T13:00,11.5,65,5.2,8.6,0,0,0,0,1,1018.5,1018.3,26,0.25,0.47,11.9,26.3,11.5,0.262,552,410,142,704,552,823.8
2024-01-09T14:00,12,63,5.1,8.9,0,0,0,0,0,1018.2,1018,6,0.23,0.52,13,27.7,12,0.261,487,353,134,666.3,487,749.4
2024-01-09T15:00,12.3,63,5.5,9.4,0,0,0,0,3,1018.1,1017.9,100,0.18,0.53,11.8,27.7,12.1,0.261,374,263,111,615,374,604.8
2024-01-09T16:00,11.7,66,5.5,9.3,0,0,0,0,1,1018.2,1018,42,0.11,0.48,8.8,24.1,11.8,0.26,211,121,90,427.8,211,400.1
2024-01-09T17:00,8.1,84,5.6,5.5,0,0,0,0,1,1018.4,1018.2,36,0.03,0.17,9.7,15.8,10.7,0.26,59,25,34,183.1,59,149
2024-01-09T18:00,8.1,82,5.2,5.6,0,0,0,0,3,1019.3,1019.1,97,0,0.2,9.2,14,9.5,0.26,0,0,0,0,0,0
2024-01-09T19:00,8.3,78,4.7,5.3,0,0,0,0,3,1019.9,1019.7,100,0.01,0.24,12,19.8,8.9,0.26,0,0,0,0,0,0
2024-01-09T20:00,8.7,74,4.4,5.4,0,0,0,0,3,1020.2,1020,100,0.02,0.29,13,22.7,8.7,0.26,0,0,0,0,0,0
2024-01-09T21:00,8,79,4.7,5.3,0,0,0,0,3,1021.1,1020.9,100,0.01,0.22,9.7,21.6,9.2,0.262,0,0,0,0,0,0
2024-01-09T22:00,7.3,84,4.8,3.2,0,0,0,0,3,1022.2,1022,100,0.01,0.16,19.5,32,8.8,0.262,0,0,0,0,0,0
2024-01-09T23:00,6.5,82,3.7,2,0,0,0,0,3,1022.9,1022.7,100,0.02,0.17,20.1,34.9,8.5,0.262,0,0,0,0,0,0
2024-01-10T00:00,6,77,2.3,1.4,0,0,0,0,3,1023.1,1022.8,95,0.02,0.22,19.4,35.6,8.1,0.262,0,0,0,0,0,0
2024-01-10T01:00,5.1,81,2,0.6,0,0,0,0,0,1022.9,1022.6,2,0.02,0.17,18.4,33.8,7.6,0.262,0,0,0,0,0,0
2024-01-10T02:00,4.1,88,2.3,-0.4,0,0,0,0,0,1023.2,1022.9,4,0.01,0.1,18.4,32,7,0.262,0,0,0,0,0,0
2024-01-10T03:00,3.6,91,2.3,-0.9,0,0,0,0,0,1023.4,1023.1,1,0,0.07,18.7,32.4,6.5,0.262,0,0,0,0,0,0
2024-01-10T04:00,3.2,91,1.8,-1.3,0,0,0,0,0,1023.4,1023.1,0,0,0.07,18.3,32.4,6.1,0.262,0,0,0,0,0,0
2024-01-10T05:00,2.6,90,1.1,-1.9,0,0,0,0,0,1023.8,1023.5,4,0,0.08,17.4,31.7,5.7,0.262,0,0,0,0,0,0
2024-01-10T06:00,1.9,88,0.2,-2.8,0,0,0,0,0,1024.4,1024.1,11,0,0.08,17.6,30.2,5.3,0.262,0,0,0,0,0,0
2024-01-10T07:00,1.5,88,-0.3,-3.3,0,0,0,0,1,1024.9,1024.6,20,0,0.08,17.8,30.6,4.9,0.262,0,0,0,0,0,0
2024-01-10T08:00,2.4,84,0,-2.8,0,0,0,0,1,1025.5,1025.2,30,0.03,0.12,21.2,38.2,4.9,0.262,55,21,34,155.6,55,144.2
2024-01-10T09:00,3.8,80,0.6,-1.6,0,0,0,0,2,1026.3,1026,66,0.06,0.16,22.7,42.1,6.4,0.26,164,43,121,153.4,164,396.4
2024-01-10T10:00,5.3,72,0.8,-0.2,0,0,0,0,3,1027,1026.7,100,0.11,0.25,24,44.6,7,0.26,317,153,164,359,317,602.8
2024-01-10T11:00,6.2,67,0.5,0.6,0.1,0.1,0,0,51,1026.8,1026.5,55,0.14,0.31,24.3,46.4,7.7,0.26,342,101,241,190.7,342,749.1
2024-01-10T12:00,6.7,60,-0.5,1.2,0.1,0.1,0,0,51,1026.2,1025.9,100,0.17,0.39,22.5,46.1,8.2,0.26,410,184,226,315.3,410,825.5
2024-01-10T13:00,6.7,57,-1.3,1.1,0,0,0,0,3,1025.8,1025.5,100,0.14,0.42,22,43.6,8.4,0.26,281,53,228,90.7,281,826.8
2024-01-10T14:00,6.6,55,-1.7,1.1,0,0,0,0,3,1025.6,1025.3,100,0.13,0.44,21.8,41.8,8.4,0.26,229,41,188,77,229,752.8
2024-01-10T15:00,6.3,55,-2,0.9,0,0,0,0,3,1025.6,1025.3,100,0.11,0.43,20.6,41,8.3,0.26,164,13,151,30.2,164,608.6
2024-01-10T16:00,5.9,56,-2.3,0.6,0,0,0,0,3,1025.9,1025.6,100,0.09,0.41,19.1,38.9,8,0.259,103,9,94,31.5,103,404
2024-01-10T17:00,5.1,57,-2.8,0.1,0,0,0,0,3,1026.2,1025.9,96,0.06,0.38,16.5,35.6,7.5,0.259,34,0,34,0,34,153
2024-01-10T18:00,3.6,62,-2.9,-0.6,0,0,0,0,0,1026.6,1026.3,0,0.03,0.3,11.3,28.8,6.8,0.259,0,0,0,0,0,0
2024-01-10T19:00,1.9,71,-2.8,-2,0,0,0,0,0,1026.7,1026.4,0,0.01,0.2,8.8,19.1,5.9,0.259,0,0,0,0,0,0
2024-01-10T20:00,0.3,80,-2.7,-3.2,0,0,0,0,0,1026.7,1026.4,0,0,0.13,6.5,14.8,5,0.259,0,0,0,0,0,0
2024-01-10T21:00,-0.2,87,-2.1,-3.5,0,0,0,0,0,1027,1026.7,0,0,0.08,6.1,10.8,5,0.257,0,0,0,0,0,0
2024-01-10T22:00,-1.2,90,-2.7,-4.9,0,0,0,0,0,1027,1026.7,0,0,0.06,8.2,10.4,4.1,0.257,0,0,0,0,0,0
2024-01-10T23:00,-1.7,92,-2.9,-5.5,0,0,0,0,0,1026.6,1026.3,0,0,0.05,8.4,10.1,3.3,0.257,0,0,0,0,0,0
2024-01-11T00:00,-1.8,92,-3,-5.5,0,0,0,0,0,1026,1025.7,0,0,0.05,7.6,10.4,2.7,0.257,0,0,0,0,0,0
2024-01-11T01:00,-2.3,93,-3.3,-6.2,0,0,0,0,0,1025.3,1025,0,0,0.04,8.4,10.1,2.2,0.257,0,0,0,0,0,0
2024-01-11T02:00,-1.8,92,-3,-5.4,0,0,0,0,0,1024.9,1024.6,10,0,0.04,6.6,10.1,1.7,0.257,0,0,0,0,0,0
2024-01-11T03:00,-0.6,87,-2.5,-3.9,0,0,0,0,1,1024.6,1024.3,49,0,0.07,5.5,7.6,1.2,0.257,0,0,0,0,0,0
2024-01-11T04:00,-0.3,84,-2.6,-3.3,0,0,0,0,3,1024.3,1024,100,0,0.1,3.7,6.5,0.9,0.257,0,0,0,0,0,0
2024-01-11T05:00,-0.1,82,-2.8,-2.8,0,0,0,0,3,1024.4,1024.1,100,0,0.11,1,4.7,0.8,0.257,0,0,0,0,0,0
2024-01-11T06:00,0,81,-2.9,-2.8,0,0,0,0,2,1024.4,1024.1,73,0,0.12,1.8,2.2,0.7,0.257,0,0,0,0,0,0
2024-01-11T07:00,0.7,79,-2.5,-2.6,0,0,0,0,1,1024.6,1024.3,25,0,0.13,5.2,5.8,0.6,0.257,0,0,0,0,0,0
2024-01-11T08:00,1.4,82,-1.4,-1.7,0,0,0,0,1,1024.8,1024.5,30,0.02,0.12,5.2,8.6,0.7,0.257,63,29,34,214.6,63,144.5
2024-01-11T09:00,3.5,76,-0.4,0,0,0,0,0,0,1025.2,1024.9,4,0.07,0.19,9,19.4,2.8,0.258,223,132,91,469.9,223,397.3
2024-01-11T10:00,4.6,65,-1.4,0.5,0,0,0,0,0,1024.9,1024.6,0,0.14,0.3,12,25.9,4.3,0.257,398,292,106,683.5,398,604.2
2024-01-11T11:00,5.6,62,-1,1.5,0,0,0,0,0,1024,1023.7,0,0.19,0.34,12.5,28.1,5.8,0.257,526,408,118,768.2,526,751.1
2024-01-11T12:00,7.1,59,-0.4,3.4,0,0,0,0,0,1022.7,1022.5,0,0.23,0.41,12,28.4,7.2,0.256,595,473,122,807.8,595,828.1
2024-01-11T13:00,8.5,54,-0.3,5,0,0,0,0,0,1021.5,1021.3,0,0.25,0.51,11.1,27.4,8.4,0.255,595,473,122,806.1,595,829.8
2024-01-11T14:00,9.6,48,-1,5.7,0,0,0,0,0,1021,1020.8,0,0.24,0.63,10.8,25.6,9.3,0.255,528,413,115,772.3,528,756.3
2024-01-11T15:00,10.1,45,-1.5,6.3,0,0,0,0,0,1020.7,1020.5,0,0.2,0.69,10,24.1,9.6,0.254,403,302,101,697.5,403,612.4
2024-01-11T16:00,9.7,46,-1.2,6.4,0,0,0,0,0,1020.6,1020.4,0,0.12,0.65,7,20.9,9.4,0.254,237,158,79,547.7,237,408
2024-01-11T17:00,5.9,64,-0.3,2.4,0,0,0,0,0,1020.6,1020.4,0,0.04,0.33,9.1,11.2,8.2,0.254,69,35,34,251,69,157
2024-01-11T18:00,5.3,65,-0.7,1.8,0,0,0,0,0,1020.8,1020.5,0,0.02,0.31,8.7,13,6.9,0.254,0,0,0,0,0,0
2024-01-11T19:00,5.4,68,-0.1,2,0,0,0,0,0,1020.7,1020.4,0,0.01,0.29,8.2,13,6.1,0.254,0,0,0,0,0,0
2024-01-11T20:00,5.3,72,0.7,1.9,0,0,0,0,0,1020.7,1020.4,0,0.01,0.25,9.7,15.5,5.5,0.254,0,0,0,0,0,0
2024-01-11T21:00,4.8,82,2,1.3,0,0,0,0,0,1020.5,1020.2,0,0.01,0.15,11.6,20.2,5.1,0.253,0,0,0,0,0,0
2024-01-11T22:00,4.7,81,1.7,1.2,0,0,0,0,0,1020.4,1020.1,0,0.01,0.16,11.3,19.4,4.9,0.253,0,0,0,0,0,0
2024-01-11T23:00,4.4,80,1.2,0.8,0,0,0,0,0,1020.3,1020,0,0.01,0.17,11.3,18.7,4.7,0.253,0,0,0,0,0,0
2024-01-12T00:00,4.2,81,1.2,0.7,0,0,0,0,0,1020.3,1020,0,0.01,0.16,10.8,18.7,4.5,0.253,0,0,0,0,0,0
2024-01-12T01:00,3.8,86,1.6,0.6,0,0,0,0,0,1020.3,1020,0,0,0.12,8.9,17.6,4.3,0.253,0,0,0,0,0,0
2024-01-12T02:00,3.7,88,1.8,0.5,0,0,0,0,0,1020.4,1020.1,0,0,0.1,8.9,14.4,4.1,0.253,0,0,0,0,0,0
2024-01-12T03:00,3.7,88,1.9,0.5,0,0,0,0,0,1020,1019.7,0,0,0.1,9,14.8,3.9,0.253,0,0,0,0,0,0
2024-01-12T04:00,3.3,88,1.5,0.3,0,0,0,0,0,1019.6,1019.3,0,0,0.09,7.7,14.4,3.8,0.253,0,0,0,0,0,0
2024-01-12T05:00,2.3,89,0.7,-1,0,0,0,0,0,1019.6,1019.3,0,0,0.08,8.2,12.6,3.5,0.253,0,0,0,0,0,0
2024-01-12T06:00,1.9,89,0.3,-1.4,0,0,0,0,0,1020.1,1019.8,0,0,0.08,8.3,12.6,3.2,0.253,0,0,0,0,0,0
2024-01-12T07:00,2.3,89,0.7,-0.7,0,0,0,0,0,1020.2,1019.9,0,0,0.08,6.9,11.9,3,0.253,0,0,0,0,0,0
2024-01-12T08:00,4.6,82,1.9,1.3,0,0,0,0,0,1020.6,1020.3,0,0.02,0.15,10.2,15.1,3.5,0.253,60,29,31,214.2,60,145
2024-01-12T09:00,6.6,78,3.1,3.6,0,0,0,0,0,1020.9,1020.7,0,0.08,0.21,9.3,19.1,4.6,0.254,222,143,79,507.8,222,398.3
2024-01-12T10:00,9,68,3.4,6,0,0,0,0,0,1021.3,1021.1,0,0.16,0.36,9.8,22,6.4,0.253,384,281,103,656.1,384,605.7
2024-01-12T11:00,10.9,59,3.2,7.6,0,0,0,0,0,1021,1020.8,0,0.23,0.54,12.1,25.9,8.1,0.253,506,389,117,730.3,506,753.2
2024-01-12T12:00,12.5,54,3.5,9.1,0,0,0,0,0,1020.4,1020.2,0,0.28,0.66,13.4,28.8,9.7,0.252,572,449,123,764.3,572,830.8
2024-01-12T13:00,13.7,52,4,10.5,0,0,0,0,0,1019.5,1019.3,0,0.29,0.75,13,29.2,10.9,0.251,574,451,123,765.6,574,833
2024-01-12T14:00,14.4,51,4.3,11.4,0,0,0,0,0,1019,1018.8,0,0.27,0.8,11.2,27.7,11.8,0.25,511,394,117,733.3,511,759.8
2024-01-12T15:00,14.4,52,4.6,11.6,0,0,0,0,0,1019.3,1019.1,0,0.21,0.79,9.9,24.5,12.1,0.25,391,287,104,658.6,391,616.2
2024-01-12T16:00,13.8,56,5.3,11.4,0,0,0,0,0,1019.7,1019.5,0,0.13,0.69,8.7,20.5,11.9,0.249,230,149,81,511.5,230,412
2024-01-12T17:00,10.1,73,5.4,7.6,0,0,0,0,0,1020.1,1019.9,0,0.04,0.34,9.7,14.8,10.8,0.249,67,32,35,227.1,67,161
2024-01-12T18:00,9.5,73,4.9,7.4,0,0,0,0,0,1020.6,1020.4,0,0.03,0.32,5.3,10.8,9.3,0.249,0,0,0,0,0,1.8
2024-01-12T19:00,6.3,89,4.6,4.1,0,0,0,0,0,1021.2,1021,0,0,0.11,6.1,10.1,8.1,0.249,0,0,0,0,0,0
2024-01-12T20:00,5,95,4.3,2.5,0,0,0,0,0,1021.8,1021.5,0,0,0.04,7.8,13.3,7.4,0.249,0,0,0,0,0,0
2024-01-12T21:00,4.6,94,3.7,2,0,0,0,0,0,1022,1021.7,0,0,0.05,7.1,12.6,7.2,0.245,0,0,0,0,0,0
2024-01-12T22:00,4,94,3,1.4,0,0,0,0,0,1021.9,1021.6,0,0,0.05,6.3,11.9,6.6,0.245,0,0,0,0,0,0
2024-01-12T23:00,3.5,93,2.4,0.5,0,0,0,0,0,1021.8,1021.5,0,0,0.06,8.3,11.2,5.9,0.245,0,0,0,0,0,0
2024-01-13T00:00,4.8,89,3.1,2.4,0,0,0,0,0,1021.9,1021.6,0,0,0.1,5.4,9.4,5.3,0.245,0,0,0,0,0,0
2024-01-13T01:00,3.6,92,2.5,1.1,0,0,0,0,0,1022.2,1021.9,0,0,0.06,5.6,6.5,4.8,0.245,0,0,0,0,0,0
2024-01-13T02:00,2.4,97,1.9,-0.5,0,0,0,0,0,1022.5,1022.2,0,0,0.03,7.7,10.4,4.4,0.245,0,0,0,0,0,0
2024-01-13T03:00,2.9,97,2.4,0.1,0,0,0,0,0,1022.5,1022.2,0,0,0.03,6.8,10.4,4.3,0.245,0,0,0,0,0,0
2024-01-13T04:00,3,95,2.3,0.2,0,0,0,0,0,1022.5,1022.2,0,0,0.04,6.6,10.4,4.2,0.245,0,0,0,0,0,0
2024-01-13T05:00,2.6,95,2,-0.3,0,0,0,0,0,1022.8,1022.5,0,0,0.03,7.9,11.2,4.1,0.246,0,0,0,0,0,0
2024-01-13T06:00,1.9,97,1.5,-1.6,0,0,0,0,0,1023.4,1023.1,0,0,0.02,11,13,3.8,0.246,0,0,0,0,0,0
2024-01-13T07:00,1.9,99,1.7,-1.6,0,0,0,0,0,1024.2,1023.9,2,0,0.01,10.7,13,3.5,0.246,0,0,0,0,0,0
2024-01-13T08:00,5.3,96,4.6,2.8,0,0,0,0,0,1024.8,1024.5,3,0.01,0.04,7.9,12.2,4,0.246,60,27,33,198.9,60,145.7
2024-01-13T09:00,8.1,85,5.7,5.9,0,0,0,0,0,1025.5,1025.3,0,0.08,0.16,7.6,16.2,5,0.246,219,137,82,485,219,399.4
2024-01-13T10:00,11.1,71,6,9.2,0,0,0,0,0,1025.8,1025.6,0,0.17,0.39,6.1,16.6,7.2,0.246,384,277,107,644.8,384,607.4
2024-01-13T11:00,12.9,63,6.1,11,0,0,0,0,0,1025.5,1025.3,0,0.25,0.55,6,17.6,9.2,0.246,508,387,121,724.4,508,755.5
2024-01-13T12:00,14.1,61,6.6,12.5,0,0,0,0,0,1024.8,1024.6,0,0.29,0.63,6,18,11,0.245,575,448,127,760,575,833.6
2024-01-13T13:00,14.7,60,6.9,13,0,0,0,0,0,1024.1,1023.9,0,0.3,0.68,7.2,19.1,12.3,0.244,578,451,127,762.6,578,836.3
2024-01-13T14:00,14.6,60,7,12.4,0,0,0,0,0,1023.5,1023.3,0,0.26,0.66,10,23,13.1,0.243,515,395,120,731.6,515,763.5
2024-01-13T15:00,13.8,64,7,11.2,0,0,0,0,0,1023.6,1023.4,0,0.2,0.58,12.9,25.9,13.2,0.243,395,289,106,659,395,620.1
2024-01-13T16:00,12.5,69,7,9.9,0,0,0,0,0,1023.7,1023.5,0,0.12,0.45,12.8,25.9,12.6,0.243,234,152,82,516.7,234,416
2024-01-13T17:00,10.2,81,7.2,7.8,0,0,0,0,0,1023.9,1023.7,0,0.04,0.23,11.3,23.8,11.5,0.243,71,34,37,238.8,71,165
2024-01-13T18:00,8.7,89,7.1,6.1,0,0,0,0,0,1024.3,1024.1,0,0.02,0.12,12.4,20.5,10.3,0.243,0,0,0,0,0,3.8
2024-01-13T19:00,8.3,92,7,5.5,0,0,0,0,0,1024.6,1024.4,0,0,0.09,14.3,23.8,9.5,0.243,0,0,0,0,0,0
2024-01-13T20:00,8.4,91,7,5.3,0,0,0,0,0,1024.6,1024.4,0,0,0.1,15.8,25.9,8.9,0.243,0,0,0,0,0,0
2024-01-13T21:00,8.7,92,7.5,5.5,0,0,0,0,0,1024.5,1024.3,0,0,0.09,16.9,28.1,9.6,0.242,0,0,0,0,0,0
2024-01-13T22:00,8.7,92,7.5,5.4,0,0,0,0,0,1024.4,1024.2,0,0,0.09,18,29.9,9.1,0.242,0,0,0,0,0,0
2024-01-13T23:00,8.8,92,7.6,5.5,0,0,0,0,0,1024,1023.8,0,0,0.09,18.7,31,8.7,0.242,0,0,0,0,0,0
2024-01-14T00:00,8.9,92,7.6,5.5,0,0,0,0,0,1023.8,1023.6,0,0,0.1,19.1,32,8.5,0.242,0,0,0,0,0,0
2024-01-14T01:00,8.9,92,7.7,5.5,0,0,0,0,0,1023.4,1023.2,0,0,0.09,19.1,32.4,8.3,0.242,0,0,0,0,0,0
2024-01-14T02:00,9,93,7.9,5.6,0,0,0,0,0,1022.7,1022.5,0,0,0.08,18.9,32.4,8.3,0.242,0,0,0,0,0,0
2024-01-14T03:00,9,93,8,5.7,0,0,0,0,0,1022.2,1022,0,0,0.08,18.7,32,8.2,0.242,0,0,0,0,0,0
2024-01-14T04:00,9,93,7.9,5.7,0,0,0,0,0,1021.8,1021.6,0,0,0.08,18.4,31.7,8.1,0.242,0,0,0,0,0,0
2024-01-14T05:00,8.8,92,7.6,5.5,0,0,0,0,0,1021.8,1021.6,0,0,0.08,17.8,31.3,8.1,0.242,0,0,0,0,0,0
2024-01-14T06:00,8.6,92,7.3,5.4,0,0,0,0,0,1022.1,1021.9,0,0,0.09,17,30.2,7.9,0.242,0,0,0,0,0,0
2024-01-14T07:00,8.3,91,6.9,5.1,0,0,0,0,0,1022.4,1022.2,0,0,0.1,16.6,28.4,7.7,0.243,0,0,0,0,0,0
2024-01-14T08:00,8.9,89,7.2,5.6,0,0,0,0,0,1022.8,1022.6,0,0.03,0.13,17.7,28.8,7.9,0.243,63,32,31,235.1,63,146.5
2024-01-14T09:00,10,85,7.5,7.2,0,0,0,0,0,1023.3,1023.1,0,0.09,0.19,14.2,28.1,8.4,0.243,228,151,77,532.8,228,400.8
2024-01-14T10:00,11.8,67,5.9,8.7,0,0,0,0,0,1023.2,1023,0,0.18,0.46,14.2,28.4,9.7,0.243,394,293,101,679.9,394,609.3
2024-01-14T11:00,14.1,54,5,10.8,0,0,0,0,0,1022.6,1022.4,0,0.27,0.73,13.7,28.8,11.2,0.242,517,405,112,755.6,517,757.9
2024-01-14T12:00,16.2,49,5.6,13.4,0,0,0,0,0,1021.5,1021.3,0,0.32,0.93,12.8,28.8,12.8,0.241,583,466,117,787.7,583,836.5
2024-01-14T13:00,17.7,47,6.1,14.9,0,0,0,0,0,1020.8,1020.6,0,0.34,1.08,13.3,28.1,14,0.24,584,467,117,786.4,584,839.7
2024-01-14T14:00,18.3,45,6,15.1,0,0,0,0,0,1020.5,1020.3,1,0.32,1.16,14.7,29.2,14.9,0.239,517,402,115,740.8,517,767.3
2024-01-14T15:00,18,47,6.6,14.7,0,0,0,0,0,1020.7,1020.5,1,0.26,1.09,16.6,31.7,15.1,0.238,393,288,105,652.4,393,624.2
2024-01-14T16:00,11.5,66,5.4,6.8,0,0,0,0,0,1022.3,1022.1,3,0.13,0.46,24.2,43.9,14.3,0.238,229,146,83,491.4,229,420.1
2024-01-14T17:00,8.8,82,6,4.2,0,0,0,0,3,1023.6,1023.4,93,0.04,0.2,24.9,43.6,12.9,0.238,67,29,38,201.5,67,169.1
