time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²)
2024-02-06T00:00,0.8,72,-3.6,-3.6,0,0,0,0,3,1029.8,1029.5,100,0.01,0.18,12.1,25.9,3.4,0.375,0,0,0,0,0,0
2024-02-06T01:00,0.7,73,-3.6,-3.8,0,0,0,0,3,1030.6,1030.3,100,0.02,0.18,12.7,23.4,3.3,0.374,0,0,0,0,0,0
2024-02-06T02:00,0.5,72,-4,-4.1,0,0,0,0,3,1030.4,1030.1,100,0.02,0.18,13.3,25.9,3.2,0.374,0,0,0,0,0,0
2024-02-06T03:00,0.2,72,-4.2,-4.2,0,0,0,0,3,1029.6,1029.3,100,0.01,0.17,11.7,25.2,3,0.373,0,0,0,0,0,0
2024-02-06T04:00,0,74,-4.1,-4.1,0,0,0,0,3,1029.5,1029.2,100,0.01,0.16,9.9,21.6,2.9,0.373,0,0,0,0,0,0
2024-02-06T05:00,0,74,-4.1,-4.5,0,0,0,0,3,1029.1,1028.8,100,0.01,0.16,12.3,23,2.7,0.372,0,0,0,0,0,0
2024-02-06T06:00,-0.1,74,-4.1,-4.7,0,0,0,0,3,1029.2,1028.9,99,0.01,0.16,13.1,22.3,2.6,0.372,0,0,0,0,0,0
2024-02-06T07:00,-0.4,77,-4,-5,0,0,0,0,3,1029.7,1029.4,100,0.03,0.14,13.1,23.4,2.4,0.371,1,0,1,0,1,19.7
2024-02-06T08:00,0.3,74,-3.7,-4.3,0,0,0,0,3,1030.6,1030.3,100,0.03,0.16,13.3,23.4,2.5,0.371,20,0,20,0,20,203
2024-02-06T09:00,1,75,-2.9,-3.5,0,0,0,0,3,1030.7,1030.4,100,0.04,0.16,13.5,25.2,2.9,0.372,64,0,64,0,64,468
2024-02-06T10:00,1.9,72,-2.6,-2.6,0,0,0,0,3,1031.2,1030.9,100,0.07,0.19,13.2,26.6,3.4,0.371,138,3,135,6.1,138,687.3
2024-02-06T11:00,2.5,72,-2.1,-2,0,0,0,0,3,1031,1030.7,100,0.08,0.21,13.8,27.4,3.9,0.371,180,5,175,8.3,180,846.2
2024-02-06T12:00,2.4,74,-1.7,-1.8,0,0,0,0,3,1030.1,1029.8,100,0.06,0.19,12.3,27.4,4,0.37,112,0,112,0,112,933.7
2024-02-06T13:00,2.9,74,-1.3,-1.5,0,0,0,0,3,1029,1028.7,100,0.08,0.2,14.4,28.4,4.4,0.369,181,3,178,4.5,181,943.9
2024-02-06T14:00,2.8,77,-0.9,-1.8,0,0,0,0,3,1028.3,1028,100,0.06,0.17,15.5,29.2,4.4,0.369,93,1,92,1.6,93,876.2
2024-02-06T15:00,2.7,79,-0.6,-1.8,0.1,0.1,0,0,51,1027.8,1027.5,100,0.05,0.16,15.5,29.5,4.2,0.369,59,0,59,0,59,735
2024-02-06T16:00,2.7,80,-0.4,-1.6,0.1,0.1,0,0,51,1027.9,1027.6,100,0.04,0.15,14.6,28.8,4,0.37,35,0,35,0,35,530.1
2024-02-06T17:00,2.8,81,-0.1,-1.1,0.1,0.1,0,0,51,1028.4,1028.1,100,0.03,0.14,11.9,26.3,3.8,0.37,30,0,30,0,30,275.4
2024-02-06T18:00,2.6,84,0.1,-1.1,0.1,0.1,0,0,51,1028.5,1028.2,100,0.02,0.12,10.6,20.9,3.6,0.37,2,0,2,0,2,58.1
2024-02-06T19:00,2.6,84,0.1,-1.2,0,0,0,0,3,1028.7,1028.4,100,0,0.12,12,20.5,3.5,0.37,0,0,0,0,0,0
2024-02-06T20:00,2.6,84,0.2,-1.1,0,0,0,0,3,1028.9,1028.6,100,0,0.12,10.8,20.5,3.4,0.369,0,0,0,0,0,0
2024-02-06T21:00,2.8,81,-0.2,-1.2,0,0,0,0,3,1029,1028.7,100,0.01,0.15,13,23.8,3.8,0.367,0,0,0,0,0,0
2024-02-06T22:00,2.9,79,-0.4,-0.9,0,0,0,0,3,1029.4,1029.1,100,0.01,0.16,11.4,22,3.7,0.367,0,0,0,0,0,0
2024-02-06T23:00,2.9,78,-0.6,-1,0,0,0,0,3,1029.6,1029.3,100,0.01,0.17,11.3,19.8,3.7,0.366,0,0,0,0,0,0
2024-02-07T00:00,2.9,76,-0.8,-1,0,0,0,0,3,1029.1,1028.8,100,0.01,0.18,11.4,20.9,3.6,0.366,0,0,0,0,0,0
2024-02-07T01:00,2.8,75,-1.2,-1.4,0,0,0,0,3,1028.4,1028.1,100,0.02,0.19,12.8,22,3.6,0.366,0,0,0,0,0,0
2024-02-07T02:00,2.8,73,-1.6,-1.2,0,0,0,0,3,1028.1,1027.8,100,0.01,0.2,11,22.3,3.5,0.365,0,0,0,0,0,0
2024-02-07T03:00,3.1,72,-1.5,-1.1,0,0,0,0,3,1027.9,1027.6,100,0.02,0.22,12.6,21.2,3.5,0.365,0,0,0,0,0,0
2024-02-07T04:00,3.4,72,-1.3,-1.2,0,0,0,0,3,1027.2,1026.9,100,0.02,0.22,15.1,25.6,3.6,0.364,0,0,0,0,0,0
2024-02-07T05:00,3.4,71,-1.4,-1.1,0,0,0,0,3,1027.1,1026.8,100,0.02,0.23,14.8,26.3,3.6,0.364,0,0,0,0,0,0
2024-02-07T06:00,3.4,70,-1.6,-1.4,0,0,0,0,3,1027.3,1027,100,0.03,0.24,16.6,28.8,3.7,0.364,0,0,0,0,0,0
2024-02-07T07:00,3.4,70,-1.7,-1.3,0,0,0,0,3,1027.6,1027.3,100,0.04,0.24,15.6,28.8,3.7,0.363,1,0,1,0,1,21.6
2024-02-07T08:00,3.8,69,-1.4,-0.8,0,0,0,0,3,1028.4,1028.1,100,0.05,0.25,15.1,27,3.8,0.363,25,0,25,0,25,207
2024-02-07T09:00,4.2,69,-1,-0.1,0,0,0,0,3,1028.5,1028.2,100,0.06,0.25,13.8,28.4,4,0.361,78,0,78,0,78,472.4
2024-02-07T10:00,4.7,65,-1.2,-0.2,0,0,0,0,3,1028.5,1028.2,100,0.08,0.3,17.7,32.4,4.4,0.36,121,4,117,8.1,121,692.1
2024-02-07T11:00,4.9,66,-1,0,0,0,0,0,3,1028.5,1028.2,100,0.09,0.3,17.6,33.1,4.8,0.36,137,2,135,3.3,137,851.2
2024-02-07T12:00,4.8,67,-0.8,0,0,0,0,0,3,1028,1027.7,100,0.1,0.29,17.3,33.8,5.2,0.359,181,7,174,10.5,181,938.9
2024-02-07T13:00,4.9,65,-1,0.1,0,0,0,0,3,1027.3,1027,100,0.11,0.3,17.3,33.8,5.6,0.358,240,22,218,32.6,240,949.2
2024-02-07T14:00,4.6,66,-1.2,-0.2,0,0,0,0,3,1026.2,1025.9,100,0.09,0.29,17.3,33.8,5.6,0.358,146,4,142,6.4,146,881.5
2024-02-07T15:00,4.9,63,-1.6,0.1,0,0,0,0,3,1026.5,1026.2,100,0.11,0.32,16.9,33.5,5.8,0.357,224,13,211,24.7,224,740.2
2024-02-07T16:00,4.3,62,-2.3,-0.8,0,0,0,0,2,1026.2,1025.9,74,0.09,0.31,18,33.8,5.7,0.357,148,18,130,47.3,148,535.1
2024-02-07T17:00,3.8,64,-2.4,-1.2,0,0,0,0,2,1026.5,1026.2,54,0.06,0.29,16.9,33.8,5.4,0.356,101,22,79,110.5,101,280.2
2024-02-07T18:00,2.5,71,-2.2,-2,0,0,0,0,0,1027,1026.7,12,0.03,0.21,13.7,29.5,4.8,0.356,10,2,8,23.2,10,60.4
2024-02-07T19:00,1.5,76,-2.4,-3.1,0,0,0,0,1,1026.9,1026.6,25,0.02,0.17,14.4,24.5,4.1,0.356,0,0,0,0,0,0
2024-02-07T20:00,1,77,-2.5,-3.4,0,0,0,0,0,1027.2,1026.9,1,0.01,0.15,13.3,24.8,3.6,0.356,0,0,0,0,0,0
2024-02-07T21:00,1.1,79,-2.1,-3,0,0,0,0,0,1027.1,1026.8,0,0.01,0.14,11.4,24.5,4.2,0.361,0,0,0,0,0,0
2024-02-07T22:00,0.5,81,-2.4,-3.5,0,0,0,0,1,1027.1,1026.8,24,0,0.12,10.2,19.8,3.6,0.361,0,0,0,0,0,0
2024-02-07T23:00,-0.1,83,-2.6,-4,0,0,0,0,2,1026.9,1026.6,69,0,0.1,9.5,17.3,3,0.36,0,0,0,0,0,0
2024-02-08T00:00,-0.6,86,-2.7,-4.3,0,0,0,0,3,1027.9,1027.6,88,0,0.08,8,16.2,2.5,0.36,0,0,0,0,0,0
2024-02-08T01:00,-0.9,87,-2.8,-5,0,0,0,0,3,1027.4,1027.1,98,0,0.07,10.3,16.6,2.1,0.36,0,0,0,0,0,0
2024-02-08T02:00,-1.1,86,-3.1,-5.4,0,0,0,0,3,1026.5,1026.2,98,0,0.08,11.9,23,1.9,0.359,0,0,0,0,0,0
2024-02-08T03:00,-1.2,86,-3.2,-5.3,0,0,0,0,3,1026.1,1025.8,96,0,0.08,10.3,20.2,1.7,0.359,0,0,0,0,0,0
2024-02-08T04:00,-1.2,85,-3.4,-5.7,0,0,0,0,3,1025.6,1025.3,97,0,0.08,12.6,22,1.5,0.359,0,0,0,0,0,0
2024-02-08T05:00,-1.6,87,-3.5,-5.8,0,0,0,0,3,1025.5,1025.2,90,0,0.07,10.7,21.6,1.3,0.358,0,0,0,0,0,0
2024-02-08T06:00,-1.7,86,-3.7,-5.9,0,0,0,0,3,1025.5,1025.2,100,0,0.07,10.6,18.4,1.1,0.358,0,0,0,0,0,0
2024-02-08T07:00,-1.4,84,-3.8,-5.7,0,0,0,0,3,1025.9,1025.6,100,0.02,0.09,11.2,18.7,1,0.358,2,0,2,0,2,23.6
2024-02-08T08:00,-0.1,80,-3.1,-4.9,0,0,0,0,3,1026.5,1026.2,99,0.03,0.12,15.1,25.2,1.4,0.357,58,5,53,30.8,58,211.2
2024-02-08T09:00,2,74,-2.1,-2.3,0,0,0,0,3,1027.4,1027.1,100,0.07,0.18,12.5,25.6,3.2,0.357,211,66,145,194.6,211,476.9
2024-02-08T10:00,3.4,69,-1.8,-1,0,0,0,0,3,1027.5,1027.2,94,0.1,0.24,13.7,27.7,4,0.356,264,50,214,100.9,264,696.9
2024-02-08T11:00,5.4,59,-1.9,0.8,0,0,0,0,3,1026.9,1026.6,96,0.19,0.37,14.9,31.3,5.3,0.355,507,248,259,407.3,507,856.3
2024-02-08T12:00,5.9,56,-2.1,1.2,0,0,0,0,3,1026.1,1025.8,100,0.18,0.4,15.4,32,6.1,0.354,458,203,255,302.4,458,944.2
2024-02-08T13:00,5.8,56,-2.2,1.4,0,0,0,0,3,1025,1024.7,100,0.14,0.4,13.5,31.7,6.3,0.353,297,19,278,28,297,954.6
2024-02-08T14:00,6.5,53,-2.5,2.1,0,0,0,0,3,1024.9,1024.6,100,0.17,0.46,13.1,28.4,6.9,0.352,382,123,259,195.1,382,886.8
2024-02-08T15:00,6.4,52,-2.9,2.1,0,0,0,0,3,1024.4,1024.1,100,0.13,0.46,11.7,27.4,6.9,0.352,250,66,184,124.5,250,745.4
2024-02-08T16:00,6.2,51,-3.1,1.8,0,0,0,0,3,1024.4,1024.1,100,0.11,0.46,13,25.2,6.8,0.351,189,42,147,109.4,189,540.1
2024-02-08T17:00,4.9,58,-2.7,0,0,0,0,0,3,1024.1,1023.8,96,0.07,0.36,16.4,29.5,6.3,0.351,73,10,63,49.4,73,284.9
2024-02-08T18:00,2.5,67,-2.9,-1.4,0,0,0,0,3,1024.9,1024.6,100,0.03,0.24,9.7,29.2,5.3,0.35,11,2,9,22.8,11,62.7
2024-02-08T19:00,0.9,78,-2.6,-2.6,0,0,0,0,3,1025.8,1025.5,100,0,0.15,6.8,16.2,4.4,0.35,0,0,0,0,0,0
2024-02-08T20:00,1.1,76,-2.7,-2.4,0,0,0,0,3,1026.4,1026.1,100,0,0.16,6.5,10.4,3.6,0.35,0,0,0,0,0,0
2024-02-08T21:00,1.4,77,-2.2,-1.7,0,0,0,0,3,1026.8,1026.5,98,0,0.16,4.2,7.9,3.7,0.342,0,0,0,0,0,0
2024-02-08T22:00,-0.3,85,-2.5,-3.7,0,0,0,0,3,1027.4,1027.1,99,0,0.09,6.4,7.2,2.9,0.342,0,0,0,0,0,0
2024-02-08T23:00,-0.1,85,-2.2,-3.4,0,0,0,0,3,1027.1,1026.8,99,0,0.09,5.6,7.2,2.4,0.342,0,0,0,0,0,0
2024-02-09T00:00,-1.2,89,-2.8,-4.9,0,0,0,0,3,1026.6,1026.3,94,0,0.06,7.6,9.7,1.9,0.342,0,0,0,0,0,0
2024-02-09T01:00,-1.3,89,-2.9,-5,0,0,0,0,3,1026.7,1026.4,98,0,0.06,7.7,10.1,1.6,0.342,0,0,0,0,0,0
2024-02-09T02:00,-0.9,88,-2.7,-4.3,0,0,0,0,3,1026.3,1026,100,0,0.07,5.8,9.7,1.4,0.342,0,0,0,0,0,0
2024-02-09T03:00,-0.7,86,-2.8,-4.3,0,0,0,0,3,1026.1,1025.8,100,0,0.08,7.4,11.9,1.3,0.342,0,0,0,0,0,0
2024-02-09T04:00,-1.1,88,-2.9,-4.5,0,0,0,0,1,1026.5,1026.2,33,0,0.07,6,11.9,1.2,0.342,0,0,0,0,0,0
2024-02-09T05:00,-2.4,89,-4,-6.2,0,0,0,0,2,1026.7,1026.4,53,0,0.06,7.7,10.4,0.9,0.342,0,0,0,0,0,0
2024-02-09T06:00,-2.5,89,-4.1,-6.4,0,0,0,0,0,1026.9,1026.6,2,0,0.06,8.4,10.8,0.8,0.342,0,0,0,0,0,0
2024-02-09T07:00,-2.2,89,-3.8,-6,0,0,0,0,0,1027.4,1027.1,0,0.01,0.06,7.9,11.9,0.7,0.342,2,0,2,0,2,25.7
2024-02-09T08:00,1.2,83,-1.4,-2.4,0,0,0,0,0,1028.2,1027.9,0,0.03,0.11,8.5,15.1,0.8,0.342,98,48,50,293,98,215.5
2024-02-09T09:00,3.5,78,0.1,-0.1,0,0,0,0,0,1029,1028.7,0,0.09,0.17,10,21.2,2.5,0.349,281,182,99,531.4,281,481.6
2024-02-09T10:00,5,69,-0.1,1.3,0,0,0,0,0,1029.2,1028.9,0,0.16,0.27,11,24.8,4.1,0.349,462,337,125,675,462,701.9
2024-02-09T11:00,6.2,63,-0.4,2.6,0,0,0,0,0,1028.8,1028.5,0,0.22,0.36,11.8,27,5.7,0.347,602,465,137,758.9,602,861.5
2024-02-09T12:00,7.2,58,-0.6,3.8,0,0,0,0,0,1028,1027.7,0,0.26,0.43,12.6,28.8,7,0.346,680,536,144,793.6,680,949.5
2024-02-09T13:00,7.9,54,-0.9,4.3,0,0,0,0,0,1026.9,1026.7,0,0.27,0.49,14.2,31.3,8,0.345,689,543,146,795.2,689,960
2024-02-09T14:00,8.2,52,-1.1,4.1,0,0,0,0,0,1026.2,1026,1,0.25,0.52,14.8,31.3,8.6,0.344,628,486,142,765.9,628,892.1
2024-02-09T15:00,8.3,52,-0.9,4.1,0,0,0,0,0,1025.8,1025.6,0,0.21,0.52,13.2,31.3,8.7,0.343,496,360,136,674.2,496,750.6
2024-02-09T16:00,8.1,53,-0.9,4.1,0,0,0,0,0,1025.4,1025.2,14,0.15,0.51,12.3,27.7,8.5,0.342,334,227,107,585.4,334,545.1
2024-02-09T17:00,6.9,63,0.2,3.9,0,0,0,0,1,1025.4,1025.1,42,0.06,0.37,5.9,23.8,7.8,0.341,145,80,65,388.3,145,289.6
2024-02-09T18:00,3.9,74,-0.4,0.5,0,0,0,0,3,1025.8,1025.5,100,0.03,0.21,8.7,10.8,6.3,0.341,13,3,10,33.5,13,65
2024-02-09T19:00,4.4,71,-0.4,1.4,0,0,0,0,3,1026.4,1026.1,93,0,0.24,5.7,9.7,5.1,0.341,0,0,0,0,0,0
2024-02-09T20:00,2.6,82,-0.2,-0.9,0,0,0,0,3,1026.7,1026.4,97,0,0.13,9.2,10.1,4.3,0.341,0,0,0,0,0,0
2024-02-09T21:00,3.5,75,-0.6,0.3,0,0,0,0,3,1027.2,1026.9,98,0,0.2,6.6,7.6,4,0.341,0,0,0,0,0,0
2024-02-09T22:00,2.1,83,-0.4,-1.5,0,0,0,0,3,1027.6,1027.3,96,0,0.12,9.4,10.1,3.4,0.341,0,0,0,0,0,0
2024-02-09T23:00,2.3,85,0,-1,0,0,0,0,3,1027.6,1027.3,91,0,0.11,8,12.2,3.1,0.341,0,0,0,0,0,0
2024-02-10T00:00,2.5,86,0.4,-0.7,0,0,0,0,2,1027.5,1027.2,72,0,0.1,7.3,11.2,3,0.341,0,0,0,0,0,0
2024-02-10T01:00,2.3,86,0.3,-0.9,0,0,0,0,1,1027.2,1026.9,27,0,0.1,7.6,11.9,2.9,0.341,0,0,0,0,0,0
2024-02-10T02:00,2.3,85,0.1,-1,0,0,0,0,0,1026.9,1026.6,0,0,0.11,8.2,13.3,2.7,0.341,0,0,0,0,0,0
2024-02-10T03:00,2.5,86,0.3,-1,0,0,0,0,0,1026.5,1026.2,0,0,0.1,9.2,15.1,2.6,0.341,0,0,0,0,0,0
2024-02-10T04:00,2.4,86,0.4,-1.2,0,0,0,0,0,1026.5,1026.2,1,0,0.1,10.5,17.6,2.6,0.341,0,0,0,0,0,0
2024-02-10T05:00,2.3,86,0.2,-1.4,0,0,0,0,0,1026.5,1026.2,13,0,0.1,10.8,18,2.5,0.341,0,0,0,0,0,0
2024-02-10T06:00,2.2,87,0.2,-1.5,0,0,0,0,0,1026.9,1026.6,3,0,0.09,10.6,18,2.5,0.341,0,0,0,0,0,0
2024-02-10T07:00,2.2,88,0.3,-1.5,0,0,0,0,0,1027.4,1027.1,0,0.02,0.09,10.8,18,2.4,0.341,3,0,3,0,3,27.8
2024-02-10T08:00,3.9,82,1.1,-0.1,0,0,0,0,0,1028.2,1027.9,0,0.04,0.14,13.4,21.6,3,0.341,99,49,50,296,99,220
2024-02-10T09:00,5.6,76,1.7,2.1,0,0,0,0,0,1028.5,1028.2,0,0.1,0.22,11.5,23.8,4.2,0.34,284,186,98,537.6,284,486.3
2024-02-10T10:00,7.2,69,1.9,3.3,0,0,0,0,0,1028.8,1028.5,0,0.17,0.32,14.1,29.5,5.6,0.339,463,340,123,676,463,706.9
2024-02-10T11:00,9,64,2.6,5.5,0,0,0,0,0,1028.6,1028.4,0,0.24,0.41,14.1,30.6,7.2,0.338,599,461,138,747.5,599,866.7
2024-02-10T12:00,10.6,59,2.9,7.6,0,0,0,0,0,1027.6,1027.4,0,0.29,0.52,13.7,30.6,8.6,0.337,677,534,143,785.9,677,954.9
2024-02-10T13:00,11.8,54,2.9,8.8,0,0,0,0,0,1026.9,1026.7,0,0.31,0.63,14.4,31,9.7,0.336,687,544,143,792,687,965.4
2024-02-10T14:00,12.6,51,2.8,9.4,0,0,0,0,0,1026,1025.8,0,0.3,0.71,13.7,31,10.5,0.334,627,490,137,767.3,627,897.5
2024-02-10T15:00,12.9,49,2.3,9.2,0,0,0,0,0,1025.6,1025.4,0,0.26,0.76,13.3,28.8,10.9,0.333,505,381,124,708.4,505,755.9
2024-02-10T16:00,12.6,50,2.4,9.2,0,0,0,0,0,1025.6,1025.4,0,0.18,0.73,11.2,27,10.7,0.332,335,233,102,595.2,335,550.2
2024-02-10T17:00,10.2,69,4.8,8,0,0,0,0,0,1025.8,1025.6,0,0.07,0.38,5.8,20.5,10,0.332,146,82,64,391.4,146,294.4
2024-02-10T18:00,7,73,2.5,4,0,0,0,0,0,1026.2,1025.9,0,0.03,0.27,8.7,13,8.5,0.332,14,4,10,43.9,14,67.4
2024-02-10T19:00,6.7,73,2.1,3.7,0,0,0,0,0,1026.7,1026.4,0,0.01,0.27,8.2,13,7.5,0.332,0,0,0,0,0,0
2024-02-10T20:00,4.9,82,2,1.4,0,0,0,0,0,1026.7,1026.4,0,0.01,0.16,11.5,13.3,6.6,0.332,0,0,0,0,0,0
2024-02-10T21:00,5.4,78,1.8,2.4,0,0,0,0,2,1027.4,1027.1,60,0,0.2,7.6,10.4,6.7,0.317,0,0,0,0,0,0
2024-02-10T22:00,4.1,86,1.9,1,0,0,0,0,3,1027.5,1027.2,98,0,0.12,9.1,11.2,5.9,0.317,0,0,0,0,0,0
2024-02-10T23:00,6.6,76,2.7,3.6,0,0,0,0,3,1027.5,1027.2,95,0.01,0.24,8.9,14.8,6,0.317,0,0,0,0,0,0
2024-02-11T00:00,5.9,78,2.4,3,0,0,0,0,3,1027.7,1027.4,96,0,0.2,7.6,14.8,5.8,0.317,0,0,0,0,0,0
2024-02-11T01:00,5,82,2.2,2.1,0.3,0.3,0,0,51,1027.3,1027,96,0,0.16,7.9,12.6,5.7,0.32,0,0,0,0,0,0
2024-02-11T02:00,5.1,81,2.2,1.1,0,0,0,0,2,1027.9,1027.6,74,0.01,0.17,15.6,22.7,5.3,0.32,0,0,0,0,0,0
2024-02-11T03:00,4.9,87,2.8,2,0.1,0.1,0,0,51,1027.6,1027.3,34,0,0.12,8,27,5.1,0.321,0,0,0,0,0,0
2024-02-11T04:00,3,92,1.8,-0.3,0,0,0,0,0,1027.4,1027.1,5,0,0.06,9.7,20.9,4.7,0.321,0,0,0,0,0,0
2024-02-11T05:00,2.7,92,1.6,-0.2,0,0,0,0,0,1028,1027.7,4,0,0.06,7.2,12.6,4.2,0.321,0,0,0,0,0,0
2024-02-11T06:00,2.7,93,1.7,-0.2,0,0,0,0,0,1028.5,1028.2,1,0,0.05,7.4,12.2,3.8,0.321,0,0,0,0,0,0
2024-02-11T07:00,3,92,1.9,0,0,0,0,0,0,1029.5,1029.2,0,0.01,0.06,8.2,13.7,3.6,0.321,3,0,3,0,3,30
2024-02-11T08:00,4.7,91,3.3,1.6,0,0,0,0,0,1030.3,1030,0,0.03,0.08,10.3,18.4,4.1,0.321,102,52,50,310.8,102,224.5
2024-02-11T09:00,6.9,86,4.8,4.2,0,0,0,0,0,1030.8,1030.5,0,0.1,0.13,10.1,20.9,5.8,0.361,290,196,94,560.7,290,491.1
2024-02-11T10:00,8.9,78,5.4,6.3,0,0,0,0,0,1030.8,1030.6,0,0.18,0.25,10.2,23,7.3,0.359,473,356,117,702.5,473,712
2024-02-11T11:00,10.9,70,5.6,8.5,0,0,0,0,0,1030.8,1030.6,0,0.26,0.39,11,25.2,8.9,0.357,614,485,129,781.4,614,872
2024-02-11T12:00,12.2,60,4.6,9.8,0,0,0,0,0,1030.1,1029.9,0,0.32,0.58,12.7,28.1,10.3,0.355,692,556,136,813.4,692,960.3
2024-02-11T13:00,12.9,48,2.2,9.9,0,0,0,0,0,1029.2,1029,0,0.34,0.78,14.3,30.6,11.3,0.353,701,565,136,817.6,701,970.8
2024-02-11T14:00,13.2,40,0.1,9.3,0,0,0,0,0,1028.7,1028.5,0,0.33,0.9,15.5,31.7,11.8,0.351,640,508,132,790.4,640,902.9
2024-02-11T15:00,13.2,38,-0.8,8.9,0,0,0,0,0,1028.7,1028.5,0,0.28,0.94,14.5,31.7,11.9,0.349,516,396,120,730.9,516,761.1
2024-02-11T16:00,12.9,41,-0.1,9.1,0,0,0,0,0,1028.8,1028.6,0,0.2,0.88,10.9,28.4,11.6,0.347,345,245,100,619.9,345,555.2
2024-02-11T17:00,10.1,69,4.7,7.6,0,0,0,0,0,1028.9,1028.7,0,0.07,0.39,8.4,19.8,10.8,0.346,153,89,64,418,153,299.1
2024-02-11T18:00,10.8,49,0.6,8.3,0,0,0,0,0,1029.3,1029.1,0,0.03,0.66,3.6,9.7,9.1,0.346,15,5,10,53.8,15,69.7
2024-02-11T19:00,4.9,80,1.7,2,0,0,0,0,0,1029.9,1029.6,0,0,0.18,7,10.1,7.8,0.345,0,0,0,0,0,0
2024-02-11T20:00,4.5,89,2.9,1.5,0,0,0,0,0,1030.4,1030.1,0,0,0.09,9.3,15.1,6.9,0.345,0,0,0,0,0,0
2024-02-11T21:00,4.8,90,3.3,1.5,0,0,0,0,0,1030.6,1030.3,0,0,0.09,11.5,19.4,7.5,0.335,0,0,0,0,0,0
2024-02-11T22:00,5.1,87,3,1.9,0,0,0,0,0,1030.7,1030.4,0,0,0.12,10.4,19.4,6.8,0.335,0,0,0,0,0,0
2024-02-11T23:00,5.2,85,2.9,1.8,0,0,0,0,0,1030.6,1030.3,0,0,0.13,11.8,19.4,6.4,0.335,0,0,0,0,0,0
2024-02-12T00:00,4.9,87,2.9,1.8,0,0,0,0,0,1030.4,1030.1,0,0,0.11,9.8,19.4,6,0.335,0,0,0,0,0,0
2024-02-12T01:00,4.4,88,2.7,1.5,0,0,0,0,0,1029.6,1029.3,0,0,0.1,8.6,16.6,5.7,0.335,0,0,0,0,0,0
2024-02-12T02:00,4.2,89,2.5,1.3,0,0,0,0,0,1029.3,1029,0,0,0.09,8.1,14,5.3,0.334,0,0,0,0,0,0
2024-02-12T03:00,4.5,88,2.7,1.1,0,0,0,0,0,1029,1028.7,0,0,0.1,11.7,19.1,5.1,0.334,0,0,0,0,0,0
2024-02-12T04:00,4.4,85,2.1,0.9,0,0,0,0,0,1028.7,1028.4,0,0,0.12,11.4,19.4,5,0.334,0,0,0,0,0,0
2024-02-12T05:00,4.5,82,1.6,0.9,0,0,0,0,0,1028.5,1028.2,0,0.01,0.15,11.8,19.4,4.8,0.334,0,0,0,0,0,0
2024-02-12T06:00,4.6,79,1.2,0.9,0,0,0,0,0,1028.7,1028.4,0,0.01,0.18,12,19.8,4.7,0.334,0,0,0,0,0,0
2024-02-12T07:00,4.8,77,1.1,0.9,0,0,0,0,0,1029.1,1028.8,0,0.03,0.2,13.1,21.2,4.7,0.334,4,1,3,15,4,32.3
2024-02-12T08:00,6.6,71,1.7,2.5,0,0,0,0,0,1029.5,1029.2,0,0.06,0.29,15.7,25.6,5.2,0.333,108,57,51,337.1,108,229.1
2024-02-12T09:00,8.7,66,2.7,4.7,0,0,0,0,0,1030.2,1030,0,0.13,0.38,15.7,29.2,6.8,0.33,296,202,94,571.9,296,496.1
2024-02-12T10:00,10.9,55,2.3,6.4,0,0,0,0,0,1030.2,1030,0,0.22,0.59,18.7,36,8.2,0.329,477,361,116,706.9,477,717.2
2024-02-12T11:00,12.8,50,2.5,8.3,0,0,0,0,0,1029.9,1029.7,0,0.3,0.74,21.3,40.7,9.6,0.328,614,485,129,776.3,614,877.4
2024-02-12T12:00,13.8,45,2.1,9.3,0,0,0,0,0,1029,1028.8,0,0.35,0.87,23.2,44.6,10.9,0.326,693,557,136,810,693,965.8
2024-02-12T13:00,14.3,43,1.9,9.7,0,0,0,0,0,1028,1027.8,0,0.36,0.93,23.9,46.1,11.9,0.325,704,570,134,819.9,704,976.3
2024-02-12T14:00,14.4,45,2.6,9.7,0,0,0,0,0,1027.1,1026.9,0,0.34,0.9,23.2,46.1,12.5,0.323,645,515,130,796.3,645,908.3
2024-02-12T15:00,14,49,3.5,9.3,0,0,0,0,0,1026.6,1026.4,0,0.28,0.81,22,43.9,12.7,0.322,522,403,119,738.5,522,766.3
2024-02-12T16:00,13.1,58,4.9,8.9,0,0,0,0,0,1026.4,1026.2,0,0.19,0.64,19.7,41,12.4,0.321,350,251,99,629.2,350,560.2
2024-02-12T17:00,11.2,65,4.9,7.1,0,0,0,0,0,1026.2,1026,0,0.1,0.46,19.7,34.6,11.6,0.32,156,91,65,420.6,156,303.9
2024-02-12T18:00,9.4,71,4.4,5,0,0,0,0,0,1026.4,1026.2,0,0.06,0.35,20.7,34.2,10.5,0.32,16,5,11,52.9,16,72
